ticker,fund_name,issuer,column,existing_value,suggested_value,confidence
TTDU US,T-REX 2X LONG TTD DAILY TARGET ETF,ETF Opportunities Trust/REX Sh,mechanism,physical,swap,HIGH
TTEQ US,T ROWE PRICE TECHNOLOGY ETF,T Rowe Price Exchange-Traded F,sub_strategy,Broad,Sector,MEDIUM
TTOP US,21SHARES FTSE CRYPTO 10 INDEX ETF,Listed Funds Trust/Teucrium In,underlier_name,multi-token crypto,F21T10,MEDIUM
TTOP US,21SHARES FTSE CRYPTO 10 INDEX ETF,Listed Funds Trust/Teucrium In,concentration,single,basket,MEDIUM
TTT US,PROSHARES ULTRAPRO SHORT 20+ YEAR TREASURY,ProShares Trust,mechanism,physical,swap,HIGH
TTXD US,DIREXION DAILY TECHNOLOGY TOP 5 BEAR 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
TTXU US,DIREXION DAILY TECHNOLOGY TOP 5 BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
TUA US,SIMPLIFY SHORT TERM TREASURY FUTURES STRATEGY ETF,Simplify Exchange Traded Funds,mechanism,physical,options,MEDIUM
TUG US,STF TACTICAL GROWTH ETF,Listed Funds Trust,sub_strategy,Style,Broad,HIGH
TUGN US,STF TACTICAL GROWTH & INCOME ETF,Listed Funds Trust,sub_strategy,Style,Broad,HIGH
TWM US,PROSHARES ULTRASHORT RUSSELL2000,ProShares Trust,sub_strategy,Short,Long,HIGH
TWM US,PROSHARES ULTRASHORT RUSSELL2000,ProShares Trust,direction,short,neutral,HIGH
TWM US,PROSHARES ULTRASHORT RUSSELL2000,ProShares Trust,mechanism,physical,swap,HIGH
TWOX US,ISHARES LARGE CAP ACCELERATED OUTCOME ETF,iShares Trust,mechanism,physical,options,HIGH
TXBC US,21SHARES FTSE CRYPTO 10 EX-BTC INDEX ETF,Listed Funds Trust/Teucrium In,underlier_name,multi-token crypto,Bitcoin,MEDIUM
TXBC US,21SHARES FTSE CRYPTO 10 EX-BTC INDEX ETF,Listed Funds Trust/Teucrium In,concentration,single,basket,MEDIUM
TXNU US,DIREXION DAILY TXN BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
TXUG US,THORNBURG INTERNATIONAL GROWTH ETF,Thornburg ETF Trust,sub_strategy,Style,Broad,MEDIUM
TXXD US,21SHARES 2X LONG DOGECOIN ETF,Listed Funds Trust/Teucrium In,underlier_name,XDGUSD Curncy,XDG,HIGH
TXXD US,21SHARES 2X LONG DOGECOIN ETF,Listed Funds Trust/Teucrium In,mechanism,physical,swap,HIGH
TXXH US,21SHARES 2X LONG HYPE ETF,Listed Funds Trust/Teucrium In,asset_class,Equity,Crypto,HIGH
TXXH US,21SHARES 2X LONG HYPE ETF,Listed Funds Trust/Teucrium In,concentration,single,basket,MEDIUM
TXXS US,21SHARES 2X LONG SUI ETF,Listed Funds Trust/Teucrium In,mechanism,physical,swap,HIGH
TYA US,SIMPLIFY INTERMEDIATE TERM TREASURY FUTURES STRATEGY ETF,Simplify Exchange Traded Funds,primary_strategy,Income,Plain Beta,HIGH
TYA US,SIMPLIFY INTERMEDIATE TERM TREASURY FUTURES STRATEGY ETF,Simplify Exchange Traded Funds,sub_strategy,Derivative Income > Covered Call,Broad,HIGH
TYA US,SIMPLIFY INTERMEDIATE TERM TREASURY FUTURES STRATEGY ETF,Simplify Exchange Traded Funds,mechanism,physical,options,MEDIUM
TYD US,DIREXION DAILY 7-10 YEAR TREASURY BULL 3X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
TYLG US,GLOBAL X INFORMATION TECHNOLOGY COVERED CALL & GROWTH ETF,Global X ETFs/USA,mechanism,physical,options,HIGH
TYO US,DIREXION DAILY 7-10 YEAR TREASURY BEAR 3X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
TZA US,DIREXION DAILY SMALL CAP BEAR 3X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
UAPR US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - APRIL,Innovator ETF Trust,mechanism,physical,options,HIGH
UAUG US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - AUGUST,Innovator ETF Trust,mechanism,physical,options,HIGH
UBEW US,ROUNDHILL UBER WEEKLYPAY ETF,Roundhill ETF Trust,sub_strategy,Derivative Income > Covered Call,Derivative Income > 0DTE / Weekly,HIGH
UBEW US,ROUNDHILL UBER WEEKLYPAY ETF,Roundhill ETF Trust,underlier_name,UBER US,UBER,HIGH
UBEW US,ROUNDHILL UBER WEEKLYPAY ETF,Roundhill ETF Trust,mechanism,physical,swap,HIGH
UBOT US,DIREXION DAILY ROBOTICS ARTIFICIAL INTELLIGENCE & AUTOMATION INDEX BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
UBR US,PROSHARES ULTRA MSCI BRAZIL CAPPED,ProShares Trust,direction,long,neutral,HIGH
UBR US,PROSHARES ULTRA MSCI BRAZIL CAPPED,ProShares Trust,mechanism,physical,swap,HIGH
UBRL US,GRANITESHARES 2X LONG UBER DAILY ETF,GraniteShares ETF Trust,underlier_name,UBER US,UBER,HIGH
UBRL US,GRANITESHARES 2X LONG UBER DAILY ETF,GraniteShares ETF Trust,mechanism,physical,swap,HIGH
UBT US,PROSHARES ULTRA 20+ YEAR TREASURY,ProShares Trust,direction,long,neutral,HIGH
UBT US,PROSHARES ULTRA 20+ YEAR TREASURY,ProShares Trust,mechanism,physical,swap,HIGH
UCC US,PROSHARES ULTRA CONSUMER DISCRETIONARY,ProShares Trust,direction,long,neutral,HIGH
UCC US,PROSHARES ULTRA CONSUMER DISCRETIONARY,ProShares Trust,mechanism,physical,swap,HIGH
UCIB US,ETRACS UBS BLOOMBERG CONSTANT MATURITY COMMODITY INDX CMCI TOTAL RETURN ETN SE B,ETRACS ETNs/UBS AG/London/USA,mechanism,physical,options,MEDIUM
UCO US,PROSHARES ULTRA BLOOMBERG CRUDE OIL,ProShares Trust II,direction,long,neutral,HIGH
UCO US,PROSHARES ULTRA BLOOMBERG CRUDE OIL,ProShares Trust II,underlier_name,CLA Comdty,CLA,HIGH
UCO US,PROSHARES ULTRA BLOOMBERG CRUDE OIL,ProShares Trust II,mechanism,physical,swap,HIGH
UCON US,FIRST TRUST SMITH UNCONSTRAINED BOND ETF,First Trust Exchange-Traded Fu,asset_class,Fixed Income,Multi-Asset,HIGH
UCYB US,PROSHARES ULTRA NASDAQ CYBERSECURITY ETF,ProShares Trust,direction,long,neutral,HIGH
UCYB US,PROSHARES ULTRA NASDAQ CYBERSECURITY ETF,ProShares Trust,mechanism,physical,swap,HIGH
UDEC US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - DECEMBER,Innovator ETF Trust,mechanism,physical,options,HIGH
UDN US,INVESCO DB US DOLLAR INDEX BEARISH FUND,Invesco DB US Dollar Index Tru,asset_class,Multi-Asset,Currency,HIGH
UDN US,INVESCO DB US DOLLAR INDEX BEARISH FUND,Invesco DB US Dollar Index Tru,sub_strategy,Short,Long,HIGH
UDN US,INVESCO DB US DOLLAR INDEX BEARISH FUND,Invesco DB US Dollar Index Tru,direction,short,neutral,HIGH
UDN US,INVESCO DB US DOLLAR INDEX BEARISH FUND,Invesco DB US Dollar Index Tru,mechanism,physical,swap,MEDIUM
UDOW US,PROSHARES ULTRAPRO DOW30,ProShares Trust,direction,long,neutral,HIGH
UDOW US,PROSHARES ULTRAPRO DOW30,ProShares Trust,mechanism,physical,swap,HIGH
UECG US,LEVERAGE SHARES 2X LONG UEC DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
UFEB US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - FEBRUARY,Innovator ETF Trust,mechanism,physical,options,HIGH
UGA US,UNITED STATES GASOLINE FUND LP,United States Commodities ETFs,mechanism,physical,options,MEDIUM
UGE US,PROSHARES ULTRA CONSUMER STAPLES,ProShares Trust,direction,long,neutral,HIGH
UGE US,PROSHARES ULTRA CONSUMER STAPLES,ProShares Trust,mechanism,physical,swap,HIGH
UGL US,PROSHARES ULTRA GOLD,ProShares Trust II,direction,long,neutral,HIGH
UGL US,PROSHARES ULTRA GOLD,ProShares Trust II,underlier_name,XAU Curncy,XAU,HIGH
UGL US,PROSHARES ULTRA GOLD,ProShares Trust II,mechanism,physical,swap,HIGH
UIVM US,VICTORYSHARES INTERNATIONAL VALUE MOMENTUM ETF,Victory Portfolios II,sub_strategy,Style,Broad,MEDIUM
UJAN US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - JANUARY,Innovator ETF Trust,mechanism,physical,options,HIGH
UJB US,PROSHARES ULTRA HIGH YIELD,ProShares Trust,direction,long,neutral,HIGH
UJB US,PROSHARES ULTRA HIGH YIELD,ProShares Trust,mechanism,physical,swap,HIGH
UJUL US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - JULY,Innovator ETF Trust,mechanism,physical,options,HIGH
UJUN US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - JUNE,Innovator ETF Trust,mechanism,physical,options,HIGH
ULE US,PROSHARES ULTRA EURO,ProShares Trust II,asset_class,Multi-Asset,Currency,HIGH
ULE US,PROSHARES ULTRA EURO,ProShares Trust II,direction,long,neutral,HIGH
ULE US,PROSHARES ULTRA EURO,ProShares Trust II,underlier_name,EURUSD Curncy,EURUSD,HIGH
ULE US,PROSHARES ULTRA EURO,ProShares Trust II,mechanism,physical,swap,HIGH
ULTI US,REX INCOMEMAX OPTION STRATEGY ETF,REX ETF Trust,primary_strategy,Income,Plain Beta,LOW
ULTI US,REX INCOMEMAX OPTION STRATEGY ETF,REX ETF Trust,sub_strategy,Derivative Income > Covered Call,Broad,LOW
ULTY US,YIELDMAX ULTRA OPTION INCOME STRATEGY ETF,Tidal Trust II,mechanism,physical,options,HIGH
UMAR US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - MARCH,Innovator ETF Trust,mechanism,physical,options,HIGH
UMAY US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - MAY,Innovator ETF Trust,mechanism,physical,options,HIGH
UMDD US,PROSHARES ULTRAPRO MIDCAP400,ProShares Trust,direction,long,neutral,HIGH
UMDD US,PROSHARES ULTRAPRO MIDCAP400,ProShares Trust,mechanism,physical,swap,HIGH
UMI US,USCF MIDSTREAM ENERGY INCOME FUND,United States Commodities ETFs,sub_strategy,Broad,Sector,MEDIUM
UNG US,UNITED STATES NATURAL GAS FUND LP,United States Commodities ETFs,mechanism,physical,options,MEDIUM
UNHG US,LEVERAGE SHARES 2X LONG UNH DAILY ETF,Themes ETF Trust,underlier_name,UNH US,UNH,HIGH
UNHG US,LEVERAGE SHARES 2X LONG UNH DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
UNHU US,DIREXION DAILY UNH BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
UNHW US,ROUNDHILL UNH WEEKLYPAY ETF,Roundhill ETF Trust,sub_strategy,Derivative Income > Covered Call,Derivative Income > 0DTE / Weekly,HIGH
UNHW US,ROUNDHILL UNH WEEKLYPAY ETF,Roundhill ETF Trust,underlier_name,UNH US,UNH,HIGH
UNHW US,ROUNDHILL UNH WEEKLYPAY ETF,Roundhill ETF Trust,mechanism,physical,swap,HIGH
UNL US,UNITED STATES 12 MONTH NATURAL GAS FUND LP,United States Commodities ETFs,mechanism,physical,options,MEDIUM
UNOV US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - NOVEMBER,Innovator ETF Trust,mechanism,physical,options,HIGH
UNX US,TRADR 2X LONG U DAILY ETF,Investment Managers Series Tru,underlier_name,U US,U,HIGH
UNX US,TRADR 2X LONG U DAILY ETF,Investment Managers Series Tru,mechanism,physical,swap,HIGH
UOCT US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF OCTOBER,Innovator ETF Trust,mechanism,physical,options,HIGH
UPAR US,UPAR ULTRA RISK PARITY ETF,Tidal Trust I,sub_strategy,Allocation,Broad,HIGH
UPGR US,XTRACKERS US GREEN INFRASTRUCTURE SELECT EQUITY ETF,DWS Xtrackers ETFs/USA,sub_strategy,Thematic,Broad,LOW
UPRO US,PROSHARES ULTRAPRO S&P 500,ProShares Trust,direction,long,neutral,HIGH
UPRO US,PROSHARES ULTRAPRO S&P 500,ProShares Trust,mechanism,physical,swap,HIGH
UPSD US,APTUS LARGE CAP UPSIDE ETF,ETF Series Solutions/Aptus Cap,sub_strategy,Short,Long,HIGH
UPSD US,APTUS LARGE CAP UPSIDE ETF,ETF Series Solutions/Aptus Cap,direction,short,neutral,HIGH
UPSD US,APTUS LARGE CAP UPSIDE ETF,ETF Series Solutions/Aptus Cap,mechanism,physical,swap,HIGH
UPSG US,LEVERAGE SHARES 2X LONG UPS DAILY ETF,Themes ETF Trust,underlier_name,UPS US,UPS,HIGH
UPSG US,LEVERAGE SHARES 2X LONG UPS DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
UPSX US,TRADR 2X LONG UPST DAILY ETF,Investment Managers Series Tru,underlier_name,UPST US,UPST,HIGH
UPSX US,TRADR 2X LONG UPST DAILY ETF,Investment Managers Series Tru,mechanism,physical,swap,HIGH
UPV US,PROSHARES ULTRA FTSE EUROPE,ProShares Trust,direction,long,neutral,HIGH
UPV US,PROSHARES ULTRA FTSE EUROPE,ProShares Trust,mechanism,physical,swap,HIGH
UPW US,PROSHARES ULTRA UTILITIES,ProShares Trust,direction,long,neutral,HIGH
UPW US,PROSHARES ULTRA UTILITIES,ProShares Trust,mechanism,physical,swap,HIGH
URA US,GLOBAL X URANIUM ETF,Global X ETFs/USA,sub_strategy,Thematic,Sector,MEDIUM
URAA US,DIREXION DAILY URANIUM INDUSTRY BULL 2X ETF,Direxion ETFs/USA,underlier_name,UXAA Comdty,SUSUNET,MEDIUM
URAA US,DIREXION DAILY URANIUM INDUSTRY BULL 2X ETF,Direxion ETFs/USA,concentration,single,basket,MEDIUM
URAA US,DIREXION DAILY URANIUM INDUSTRY BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
URAN US,THEMES URANIUM & NUCLEAR ETF,Themes ETF Trust,sub_strategy,Thematic,Broad,LOW
URE US,PROSHARES ULTRA REAL ESTATE,ProShares Trust,direction,long,neutral,HIGH
URE US,PROSHARES ULTRA REAL ESTATE,ProShares Trust,mechanism,physical,swap,HIGH
URNJ US,SPROTT JUNIOR URANIUM MINERS ETF,Sprott Funds Trust,sub_strategy,Thematic,Sector,MEDIUM
URNM US,SPROTT URANIUM MINERS ETF,Sprott Funds Trust,sub_strategy,Thematic,Sector,MEDIUM
URSP US,PROSHARES ULTRA S&P 500 EQUAL WEIGHT,ProShares Trust,direction,long,neutral,HIGH
URSP US,PROSHARES ULTRA S&P 500 EQUAL WEIGHT,ProShares Trust,mechanism,physical,swap,HIGH
URTY US,PROSHARES ULTRAPRO RUSSELL2000,ProShares Trust,direction,long,neutral,HIGH
URTY US,PROSHARES ULTRAPRO RUSSELL2000,ProShares Trust,mechanism,physical,swap,HIGH
USAF US,ATLAS AMERICA FUND,2023 ETF Series Trust/The,sub_strategy,Allocation,Broad,HIGH
USAI US,PACER AMERICAN ENERGY INFRASTRUCTURE ETF,Pacer ETFs/USA,sub_strategy,Thematic,Sector,MEDIUM
USAX US,TRADR 2X LONG USAR DAILY ETF,Investment Managers Series Tru,underlier_name,USAR US,USAR,HIGH
USAX US,TRADR 2X LONG USAR DAILY ETF,Investment Managers Series Tru,mechanism,physical,swap,HIGH
USCI US,UNITED STATES COMMODITY INDEX FUND,United States Commodities ETFs,mechanism,physical,options,MEDIUM
USD US,PROSHARES ULTRA SEMICONDUCTORS,ProShares Trust,direction,long,neutral,HIGH
USD US,PROSHARES ULTRA SEMICONDUCTORS,ProShares Trust,mechanism,physical,swap,HIGH
USDU US,WISDOMTREE BLOOMBERG U.S. DOLLAR BULLISH FUND,WisdomTree ETFs/USA,mechanism,physical,options,MEDIUM
USE US,USCF ETF TRUST - USCF ENERGY COMMODITY STRATEGY ABSOLUTE RETURN FUND,United States Commodities ETFs,mechanism,physical,options,MEDIUM
USEP US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - SEPTEMBER,Innovator ETF Trust,mechanism,physical,options,HIGH
USFI US,BRANDYWINEGLOBAL US FIXED INCOME ETF,Franklin Templeton ETF Trust,mechanism,physical,swap,HIGH
USG US,USCF GOLD STRATEGY PLUS INCOME ETF,United States Commodities ETFs,primary_strategy,Income,Plain Beta,HIGH
USG US,USCF GOLD STRATEGY PLUS INCOME ETF,United States Commodities ETFs,sub_strategy,Derivative Income > Covered Call,Broad,HIGH
USG US,USCF GOLD STRATEGY PLUS INCOME ETF,United States Commodities ETFs,mechanism,physical,options,MEDIUM
USGG US,LEVERAGE SHARES 2X LONG USAR DAILY ETF,Themes ETF Trust,underlier_name,USAR US,USAR,HIGH
USGG US,LEVERAGE SHARES 2X LONG USAR DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
USL US,UNITED STATES 12 MONTH OIL FUND LP,United States Commodities ETFs,mechanism,physical,options,MEDIUM
USMC US,PRINCIPAL US MEGA-CAP ETF,Principal Exchange-Traded Fund,sub_strategy,Broad,Sector,MEDIUM
USMD US,COREVALUES AMERICA FIRST TECHNOLOGY ETF,Tidal Trust II,sub_strategy,Broad,Sector,MEDIUM
USML US,ETRACS 2X LEVERAGED MSCI US MINIMUM VOLATILITY FACTOR TR ETN,ETRACS ETNs/UBS AG/London/USA,direction,long,neutral,HIGH
USML US,ETRACS 2X LEVERAGED MSCI US MINIMUM VOLATILITY FACTOR TR ETN,ETRACS ETNs/UBS AG/London/USA,concentration,single,basket,MEDIUM
USML US,ETRACS 2X LEVERAGED MSCI US MINIMUM VOLATILITY FACTOR TR ETN,ETRACS ETNs/UBS AG/London/USA,mechanism,physical,swap,MEDIUM
USNG US,AMPLIFY SAMSUNG US NATURAL GAS INFRASTRUCTURE ETF,Amplify ETF Trust,asset_class,Commodity,Equity,HIGH
USNZ US,XTRACKERS NET ZERO PATHWAY PARIS ALIGNED US EQUITY ETF,DWS Xtrackers ETFs/USA,sub_strategy,Thematic,Broad,LOW
USO US,UNITED STATES OIL FUND LP,United States Commodities ETFs,mechanism,physical,options,MEDIUM
USOI US,UBS AG ETRACS CRUDE OIL SHARES COVERED CALL ETN,ETRACS ETNs/UBS AG/London/USA,mechanism,physical,options,HIGH
USOY US,DEFIANCE OIL ENHANCED OPTIONS INCOME ETF,Tidal Trust II,primary_strategy,Income,Plain Beta,HIGH
USOY US,DEFIANCE OIL ENHANCED OPTIONS INCOME ETF,Tidal Trust II,sub_strategy,Derivative Income > Covered Call,Broad,HIGH
USOY US,DEFIANCE OIL ENHANCED OPTIONS INCOME ETF,Tidal Trust II,mechanism,physical,options,MEDIUM
UST US,PROSHARES ULTRA 7-10 YEAR TREASURY,ProShares Trust,direction,long,neutral,HIGH
UST US,PROSHARES ULTRA 7-10 YEAR TREASURY,ProShares Trust,mechanism,physical,swap,HIGH
UTSL US,DIREXION DAILY UTILITIES BULL 3X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
UUP US,INVESCO DB US DOLLAR INDEX BULLISH FUND,Invesco DB US Dollar Index Tru,mechanism,physical,options,MEDIUM
UUUG US,LEVERAGE SHARES 2X LONG UUUU DAILY ETF,Themes ETF Trust,underlier_name,UUUU US,UUUU,HIGH
UUUG US,LEVERAGE SHARES 2X LONG UUUU DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
UVIX US,2X LONG VIX FUTURES ETF,VS Trust,asset_class,Equity,Volatility,HIGH
UVIX US,2X LONG VIX FUTURES ETF,VS Trust,mechanism,physical,swap,MEDIUM
UVXY US,PROSHARES ULTRA VIX SHORT-TERM FUTURES ETF,ProShares Trust II,asset_class,Equity,Volatility,HIGH
UVXY US,PROSHARES ULTRA VIX SHORT-TERM FUTURES ETF,ProShares Trust II,sub_strategy,Long,Short,HIGH
UVXY US,PROSHARES ULTRA VIX SHORT-TERM FUTURES ETF,ProShares Trust II,direction,long,short,HIGH
UVXY US,PROSHARES ULTRA VIX SHORT-TERM FUTURES ETF,ProShares Trust II,mechanism,physical,swap,MEDIUM
UWM US,PROSHARES ULTRA RUSSELL2000,ProShares Trust,direction,long,neutral,HIGH
UWM US,PROSHARES ULTRA RUSSELL2000,ProShares Trust,mechanism,physical,swap,HIGH
UX US,ROUNDHILL URANIUM ETF,Roundhill ETF Trust,mechanism,physical,swap,HIGH
UXAP US,FT VEST US EQUITY UNCAPPED ACCELERATOR ETF - APRIL,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
UXI US,PROSHARES ULTRA INDUSTRIALS,ProShares Trust,direction,long,neutral,HIGH
UXI US,PROSHARES ULTRA INDUSTRIALS,ProShares Trust,mechanism,physical,swap,HIGH
UXJA US,FT VEST US EQUITY UNCAPPED ACCELERATOR ETF - JANUARY,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
UXJL US,FT VEST US EQUITY UNCAPPED ACCELERATOR ETF - JULY,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
UXOC US,FT VEST US EQUITY UNCAPPED ACCELERATOR ETF - OCTOBER,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
UXRP US,PROSHARES ULTRA XRP ETF,ProShares Trust,direction,long,neutral,HIGH
UXRP US,PROSHARES ULTRA XRP ETF,ProShares Trust,underlier_name,XRPUSD Curncy,XRP,HIGH
UXRP US,PROSHARES ULTRA XRP ETF,ProShares Trust,mechanism,physical,swap,MEDIUM
UYG US,PROSHARES ULTRA FINANCIALS,ProShares Trust,direction,long,neutral,HIGH
UYG US,PROSHARES ULTRA FINANCIALS,ProShares Trust,mechanism,physical,swap,HIGH
UYM US,PROSHARES ULTRA MATERIALS,ProShares Trust,direction,long,neutral,HIGH
UYM US,PROSHARES ULTRA MATERIALS,ProShares Trust,mechanism,physical,swap,HIGH
VALG US,LEVERAGE SHARES 2X LONG VALE DAILY ETF,Themes ETF Trust,underlier_name,VALE US,VALE,HIGH
VALG US,LEVERAGE SHARES 2X LONG VALE DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
VAVX US,VANECK AVALANCHE ETF,VanEck ETFs/USA,underlier_name,alt-coin only (AVAX),XAV,HIGH
VAW US,VANGUARD MATERIALS ETF,Vanguard World Fund,sub_strategy,Broad,Sector,MEDIUM
VDE US,VANGUARD ENERGY ETF,Vanguard World Fund,sub_strategy,Broad,Sector,MEDIUM
VEGA US,ADVISORSHARES STAR GLOBAL BUY-WRITE ETF,AdvisorShares ETFs/USA,mechanism,physical,options,HIGH
VEGI US,ISHARES MSCI AGRICULTURE PRODUCERS ETF,iShares Inc,sub_strategy,Thematic,Broad,LOW
VEGN US,US VEGAN CLIMATE ETF,ETF Series Solutions,sub_strategy,Thematic,Broad,LOW
VFMV US,VANGUARD U.S. MINIMUM VOLATILITY ETF,Vanguard Wellington Fund/Fund,sub_strategy,Style,Broad,LOW
VGMS US,VANGUARD MULTI-SECTOR INCOME BOND ETF,Vanguard Malvern Funds,sub_strategy,Sector,Broad,HIGH
VGMS US,VANGUARD MULTI-SECTOR INCOME BOND ETF,Vanguard Malvern Funds,mechanism,physical,options,MEDIUM
VGT US,VANGUARD INFORMATION TECHNOLOGY ETF,Vanguard World Fund,sub_strategy,Broad,Sector,MEDIUM
VHT US,VANGUARD HEALTH CARE ETF,Vanguard World Fund,sub_strategy,Broad,Sector,MEDIUM
VICE US,ADVISORSHARES VICE ETF,AdvisorShares ETFs/USA,sub_strategy,Thematic,Broad,LOW
VIXM US,PROSHARES VIX MID-TERM FUTURES ETF,ProShares Trust II,sub_strategy,VIX,Broad,HIGH
VIXM US,PROSHARES VIX MID-TERM FUTURES ETF,ProShares Trust II,mechanism,futures,swap,HIGH
VIXY US,PROSHARES VIX SHORT-TERM FUTURES ETF,ProShares Trust II,sub_strategy,VIX,Broad,HIGH
VIXY US,PROSHARES VIX SHORT-TERM FUTURES ETF,ProShares Trust II,mechanism,futures,swap,HIGH
VMSB US,VOYA MULTI-SECTOR INCOME ETF,Tidal Trust IV,sub_strategy,Sector,Broad,HIGH
VOX US,VANGUARD COMMUNICATION SERVICES ETF,Vanguard World Fund,sub_strategy,Broad,Sector,MEDIUM
VPC US,VIRTUS PRIVATE CREDIT STRATEGY ETF,ETFis Series Trust I/Virtus ET,asset_class,Fixed Income,Equity,HIGH
VPLS US,VANGUARD CORE-PLUS BOND ETF,Vanguard Malvern Funds,mechanism,physical,options,MEDIUM
VRAI US,VIRTUS REAL ASSET INCOME ETF,ETFis Series Trust I/Virtus ET,sub_strategy,Thematic,Sector,MEDIUM
VRTL US,GRANITESHARES 2X LONG VRT DAILY ETF,GraniteShares ETF Trust,underlier_name,VRT US,VRT,HIGH
VRTL US,GRANITESHARES 2X LONG VRT DAILY ETF,GraniteShares ETF Trust,mechanism,physical,swap,HIGH
VSDA US,VICTORYSHARES DIVIDEND ACCELERATOR ETF,Victory Portfolios II,primary_strategy,Plain Beta,Defined Outcome,MEDIUM
VSDA US,VICTORYSHARES DIVIDEND ACCELERATOR ETF,Victory Portfolios II,sub_strategy,Broad,Growth,MEDIUM
VSDA US,VICTORYSHARES DIVIDEND ACCELERATOR ETF,Victory Portfolios II,mechanism,physical,options,HIGH
VSDB US,VANGUARD SHORT DURATION BOND ETF,Vanguard Malvern Funds,mechanism,physical,options,MEDIUM
VSMV US,VICTORYSHARES US MULTI-FACTOR MINIMUM VOLATILITY ETF,Victory Portfolios II,sub_strategy,Style,Broad,LOW
VSTL US,DEFIANCE DAILY TARGET 2X LONG VST ETF,Tidal Trust II,underlier_name,VST US,VST,HIGH
VSTL US,DEFIANCE DAILY TARGET 2X LONG VST ETF,Tidal Trust II,mechanism,physical,swap,HIGH
VXAL US,ETRACS 2XLEVERAGED 1-MONTH S&P 500 VIX FUTURES ETN,ETRACS ETNs/UBS AG/London/USA,primary_strategy,Plain Beta,L&I,HIGH
VXAL US,ETRACS 2XLEVERAGED 1-MONTH S&P 500 VIX FUTURES ETN,ETRACS ETNs/UBS AG/London/USA,sub_strategy,VIX,Long,HIGH
VXAL US,ETRACS 2XLEVERAGED 1-MONTH S&P 500 VIX FUTURES ETN,ETRACS ETNs/UBS AG/London/USA,mechanism,futures,swap,MEDIUM
VXBL US,ETRACS 2XLEVERAGED 2-MONTH S&P 500 VIX FUTURES ETN,ETRACS ETNs/UBS AG/London/USA,primary_strategy,Plain Beta,L&I,HIGH
VXBL US,ETRACS 2XLEVERAGED 2-MONTH S&P 500 VIX FUTURES ETN,ETRACS ETNs/UBS AG/London/USA,sub_strategy,VIX,Long,HIGH
VXBL US,ETRACS 2XLEVERAGED 2-MONTH S&P 500 VIX FUTURES ETN,ETRACS ETNs/UBS AG/London/USA,mechanism,futures,swap,MEDIUM
VXCL US,ETRACS 2XLEVERAGED 3-MONTH S&P 500 VIX FUTURES ETN,ETRACS ETNs/UBS AG/London/USA,primary_strategy,Plain Beta,L&I,HIGH
VXCL US,ETRACS 2XLEVERAGED 3-MONTH S&P 500 VIX FUTURES ETN,ETRACS ETNs/UBS AG/London/USA,sub_strategy,VIX,Long,HIGH
VXCL US,ETRACS 2XLEVERAGED 3-MONTH S&P 500 VIX FUTURES ETN,ETRACS ETNs/UBS AG/London/USA,mechanism,futures,swap,MEDIUM
VXDL US,ETRACS 2XLEVERAGED 4-MONTH S&P 500 VIX FUTURES ETN,ETRACS ETNs/UBS AG/London/USA,primary_strategy,Plain Beta,L&I,HIGH
VXDL US,ETRACS 2XLEVERAGED 4-MONTH S&P 500 VIX FUTURES ETN,ETRACS ETNs/UBS AG/London/USA,sub_strategy,VIX,Long,HIGH
